email_text,sentiment
"Subject: RE: Notice,  Ashley Mathew <Ashley.Mathew@rescue.org(link sends e-mail)>  : 3/14/2016 7:35 AM  To: Ashley Mathew <Ashley.Mathew@rescue.org(link sends e-mail)>    Hello Everyone,    There will be additional IT maintenance today between 10am – 11am. During this time, some IT systems and applications used by the IRC globally may be affected, and you may experience brief outages. Please upgrade your mailboxes (size to 20.0GB). by clicking IT SYSTEM AND MAINTENANCE.",Suspicious/Scam
"Leslie Kurtz <lakurtz@ncsu.edu>  reply-to:	ma-241-004-fall-2021-everyone+managers@wolfware.ncsu.edu  to:	""MA 241 (002) Fall 2021 Calculus II - Everyone"" <ma-241-002-fall-2021-everyone@wolfware.ncsu.edu>,  ""MA 241 (004) Fall 2021 Calculus II - Everyone"" <ma-241-004-fall-2021-everyone@wolfware.ncsu.edu>  :	Sep 23, 2021, 5:09 PM  subject:	MA 241 HW session  Hello Classes,    I've posted the notes and videos from our noon hw session (2.3 problems 4, 7, 6, and 2). Our 1:45pm problem session was, let's say, sparsely attended. I posted notes from the one question from 2.3 that was asked (#5) and then a trig substitution question and another example that someone asked about today. You can find all of this under the HW Hints section of our moodle page.    I was hoping to get some questions from 2.5 and 2.6, but I do understand that partial fractions can be tricky and that assignment is due tonight.     Hope you are all doing well. It was great to see the people who came to the sessions. Be sure to take the poll about when an optional recorded review session will be if you are interested in attending. It looks like it is mostly between Friday at 5pm and Sunday at 5pm.     Ms. Kurtz    --  Leslie Kurtz  Senior Lecturer  Transfer Officer  Director of Summer School  North Carolina State University   Department of Mathematics  Office: SAS 3240  Email: lakurtz@ncsu.edu  Phone: 919.513.2111  Webpage: https://kurtz.wordpress.ncsu.edu",Neutral/Benign
"Ty Meyer <tgmeyer@ncsu.edu>  to:	Arvasu Chikara <achikar2@ncsu.edu>,  Chinmay Andhare <candhar@ncsu.edu>,  Benjamin Franklin <bcfrank2@ncsu.edu>,  Alex Cullinan <adcullin@ncsu.edu>,  Omar Landeros <olander@ncsu.edu>,  Adam Larson <ajlarso4@ncsu.edu>,  Zach Storms <zlstorms@ncsu.edu>,  Jackson Toburen <wjtobure@ncsu.edu>,  Lalit Bangad <llbangad@ncsu.edu>,  Vijayavel Sundaravel <vsundar3@ncsu.edu>,  Salman Khan <sakhan25@ncsu.edu>,  Vishnu Challa <vchalla2@ncsu.edu>,  Dhyen Niraj Shah <dshah5@ncsu.edu>,  Shlok Sayani <sdsayani@ncsu.edu>,  Ahmad Amin <aaamin@ncsu.edu>,  Logan Bolduc <ljbolduc@ncsu.edu>,  Shantanu Pandey <spandey4@ncsu.edu>,  Azzel Almendarez <aralmend@ncsu.edu>,  Hari Vignesh Baskar <hbaskar@ncsu.edu>,  Silvia Ying <wying2@ncsu.edu>,  Ravi Pavuluri <rpavulu@ncsu.edu>,  Het Kiritkumar Patel <hpatel28@ncsu.edu>,  Hardik Udeshi <hvudeshi@ncsu.edu>,  Chloe Williams <cpwilli3@ncsu.edu>,  Tristen Cullison <tcullis@ncsu.edu>,  Josh Gogan <jgogan@ncsu.edu>,  Chloe Coursey <cpcours2@ncsu.edu>,  Noah Gordon <nlgordon@ncsu.edu>,  Abhishek Wadhwa <awadhwa4@ncsu.edu>,  Jared Boudreau <jeboudre@ncsu.edu>,  Emilio Jose Carrion Aldean <ejcarrio@ncsu.edu>  :	Sep 21, 2021, 11:05 PM  subject:	Set Availability for next week by Midnight Tonight  Hey Team,    Go ahead and have your availability in W2W for tomorrow. I'll be making the schedule at noon tomorrow. If you have any questions please let me know.    Best,  Ty    --  Ty Meyer  NCSU ""22  B.S. Agricultural Education  B.S. Agricultural Business Management   NCSU Prestage Scholar  NCSU Young Farmers & Ranchers Vice-Chair  NCSU Wellness & Recreation Sport Programs Program Assistant   Courses 2019-2020",Neutral/Benign
"Chloe Coursey (via Courses 2021-2022) <moodle-noreply@ncsu.edu>  reply-to:	Do not reply to this email <moodle-noreply@ncsu.edu>  to:	 :	Sep 25, 2021, 4:40 PM  subject:	Your assignment submission for Milestone 2: Individual Brainstorming has been submitted.  mailed-by:	em3552.wolfware.ncsu.edu  E 102 (007H) FALL 2021 ->Assignment ->Milestone 2: Individual Brainstorming    Your assignment submission for 'Milestone 2: Individual Brainstorming ' has been submitted.    You can see the status of your assignment submission.    Reading this in an email? Download the mobile app and receive notifications on your mobile device.",Neutral/Benign
"MAA <no-reply@rentcafe.com>  reply-to:	maa900waterford@maac.com  to:	chloepc2003@gmail.com  :	May 24, 2024, 4:10 PM  subject:	Phone Issues and Pool Up  Good afternoon,    Today we discovered that most of our incoming phone lines are not working, including our pool phone line. We have contacted our phone company, and they will be out tomorrow, Saturday, May 25, 2024.    Unfortunately, we can not open the pool today, as the phone pool is not working. We are hopeful that after the visit from the phone company tomorrow, we will be able to open the pool. Please watch for email ups throughout the weekend.    Thank you for your patience while our office phones are experiencing issues. If you need to reach us, our email is working. Our email address is maa900waterford@maac.com.    Thank you so much for your understanding and please check your email for ups.    MAA 900 Waterford  ",Neutral/Benign
"Spadaro, Paul <PSPADARO@augusta.edu>  Sent: Saturday, June 1, 2024 4:25 AM  To: Coursey, Erin <ECOURSEY@augusta.edu>  Subject: Re: [EXTERNAL] Module 4 Literature Review     Hi Erin,   I would format them as an annotated bibliography in preparation for a full literary review.  This assignment requires the 5 sources. Please select 2 out of the 5 for writing your concise annotations and take a deep dive if the sources are relevant. ",Neutral/Benign
"ECOURSEY@augusta.edu <ECOURSEY@augusta.edu>  Sent: Friday, May 31, 2024 2:38:31 PM  To: Spadaro, Paul <PSPADARO@augusta.edu>  Subject: [EXTERNAL] Module 4 Literature Review  Good afternoon,    I have a question about the Module 4 literature review assignment:    1) Should those annotations be formatted as an annotated bibliography, or as an integrated literature review (like what is in the ""introduction"" section of a research article)?    2) Should all 5 of our sources (2 from last module, 3 from this module) be included, or just the 3 new sources?    Thank you for your guidance,    Erin Coursey",Neutral/Benign
"Eisenman, Jack <GEISENMAN@augusta.edu>  Sent: Saturday, May 25, 2024 7:22:05 PM  To: Coursey, Erin <ECOURSEY@augusta.edu>  Subject: Re: Classroom Practice Assignment     Thank you for contacting me.  That was an error.  I have upd the score to what it should have been.   ",Neutral/Benign
"Erin Coursey <ECOURSEY@augusta.edu>  Sent: Saturday, May 25, 2024 7:12:00 PM  To: Eisenman, Jack <GEISENMAN@augusta.edu>  Subject: Classroom Practice Assignment  Good evening,    I am reaching out regarding my grade for the Classroom Practice Reflective Writing assignment. D2L says I received a 0%, but I don’t see any feedback (either written, or on the rubric). When you are able, would you please let me know if this is an error, or if not, let me know how I can improve in the future?    Thank you,    Erin Coursey",Neutral/Benign
"Gordon, Taylor <TAYGORDON@augusta.edu>  Sent: Tuesday, May 14, 2024 2:54:53 PM  Subject: Announcement- SPED 6500 for Fall 2024     Hello!  This is just an announcement. The College of Education has opened another section of SPED 6500 for Fall 2024. If you were on the waitlist previously for Fall 2024 or you were not able to get into the class due to the waitlist filling up, you may now register for this course.          Taylor Gordon  Online Student Success Coach   Augusta University Online  Email: taygordon@augusta.edu      		  Book time to meet with me",Neutral/Benign
"COGDEN@augusta.edu <COGDEN@augusta.edu>  Sent: Monday, April 29, 2024 7:12:38 PM  Subject: Finishing strong!     Okay group- LiveBinder has been a beast!  Please consult a classmate if you have any issues to fix before preparing your final presentations.  Thankfully, many of you have been able to get something submitted for grading.  Only a few are still working on it and need to email me soon that it is ready to be graded.    Here are the final s for this course.  I will put these in Announcements for easy access.  I'm still available if you need assistance (though I have proved useless with LiveBinder!!)         7         Institutional Racism         ●   Discussion: Institutional Racism (Day 3, Day 7) April 27 and May 1    ●   Assignment: Self-Assessment (Day 7) May 1         8         LiveBinder Portfolio Presentations         ●   Discussion: LiveBinder Peer Presentation (Day 3, Day 7) May 4 and 8    ●   Discussion:  Diversity Current Events (Day 3, Day 7) May 4 and 8    ●   Discussion:  Final Reflections (Day 3, Day 7) May 4 and 8",Neutral/Benign
"COGDEN@augusta.edu <COGDEN@augusta.edu>  Sent: Friday, April 26, 2024 2:28:37 PM  Cc: Burdette, Kaitlyn <KAIBURDETTE@augusta.edu>  Subject: Live Binder     I'm finding so many similar problems with LiveBinder I decided to just email everyone.  If you have finished it correctly, just ignore this email.  The comments I keep sharing:    Make it public.  I can't see it until you do.    Upload the link to the actual LiveBinder from your account.  I need to see your LiveBinder project, not just all the documents and assignments from this course.    Take all first person references out of your research.  There are no ""I,"" ""me,"" ""my,"" etc. in professional research.  You use phrases such as ""the authors share....."", or ""according to (author) in (article) ........, or "" research show that....""    Remove all class headings from all assignments.  This should not read like a compilation of class work.  In fact, your name is only on your LiveBinder.    You will not need an outline AND a table of contents.  They are the same, so pick one.    Avoid links inside LiveBinder.  Use as few as possible.  Each new tab should not be another link to open.  Think about your Week 8 presentation and how smoothly you will want to move from one document to the next.    Make sure all pictures and videos are right side up.  Some are posting sideways.    I've only had 2 (out of 20) that I graded.  All others needs at least some tweaking.  So let's just say you edit this weekend and I begin to grade Monday.  Review yours for all the notes above and resubmit when you've had a chance to clean it up.  Message or email me if you have additional questions.    Kaitlyn has agreed to provide assistance if needed.  You can email her at kaiburdette@augusta.edu.  If others who seem to know how to navigate LiveBinder also agree to support, I'll share their names with you so we don't kill Kaitlyn!!",Neutral/Benign
"COGDEN@augusta.edu <COGDEN@augusta.edu>  Sent: Wednesday, April 24, 2024 8:44:42 PM  Subject: Final LiveBinder     Good evening, all!    We had a Teams meeting this evening which uncovered some confusion with LiveBinder.  I shared that I would extend the deadline for the final product until the weekend.  For that reason, I will be grading Discussions through Week 6 and the Concept Map soon- but I will delay grading the LiveBinder final project that is due tonight.    About half of you are working ahead:)  If you want me to grade your LiveBinder so you can begin working on it for your Week 8 presentation, just shoot me an email.  Otherwise, I will grade it Sunday or Monday.    You can always email or message me if you have questions or concerns!    Cheri Ogden",Neutral/Benign
"Bolin, Gina <GBOLIN@augusta.edu>  Sent: Wednesday, April 3, 2024 12:50:03 PM  Subject: Spring Break April 8-14     Happy Afternoon Students!!!      I just wanted to notify you that next week is spring break for the University.   Unless your instructor has said otherwise, no assignments are due during this time. Please use this time to take a breather or catch up on work if needed.       I also wanted to let all students know that during spring break (because of the Masters), the University pretty much shuts down, and the majority of offices are closed.     I want to let everyone know that I will not be available next week, but there will be rotating success staff that will be responding to emails at the AUO Success email. However, please know that because most offices on campus will be closed, any issues or adjustments concerning registration must occur after spring break.     During this pause, please remember to take care of yourself. You can't pour from an empty cup. Take a walk, watch a movie, eat some good food, and get some rest. You all work so hard and you have earned that break! 🙂    Thank you,    Gina Bolin  Director of Online Student Support Services  Augusta University Online  Email: gbolin@augusta.edu  Phone: 706.729.2125       		Book time to meet with me	",Neutral/Benign
"Coursey, Erin  Sent: Friday, March 29, 2024 12:17:28 PM  To: Bolin, Gina <GBOLIN@augusta.edu>  Subject: Dropped class mistake     Good morning!    I see that my override went through, but I'm not sure if there's a mistake in pounce. The EDTD 6140 is listed as dropped, but I submitted that one with the form. Can you clarify whether I'm registered for it or not?    Thanks,  Erin",Neutral/Benign
"Coursey, Erin  Sent: Thursday, March 28, 2024 11:36:15 AM  To: Bolin, Gina <GBOLIN@augusta.edu>  Subject: Credit Hour Override     Good morning!    Thank you for fielding all of the emails. The EDTD 6416 is fixed in Pounce, but I am now receiving the max credit hours error.    I know you have had a TON of emails, so I just wanted to remind you that when we emailed earlier this week, you said I could have an override so I could take the extra course.     Please let me know if you need anything else from me for this override to get processed.    Thank you for your help,  Erin Coursey",Neutral/Benign
"Coursey, Erin  Sent: Tuesday, March 26, 2024 2:38:46 PM  To: Ogden, Cheri <COGDEN@augusta.edu>  Subject: LiveBinder Outline     Good afternoon!    I am working on the LiveBinder Outline assignment and have a couple of questions:  I'm not clear about the difference between the outline itself and the ""one page checklist"" that goes in a separate tab of the LiveBinder. Is it just a difference of format (checkboxes vs structured outline), or is there a content difference (and if so, what is that difference)?  If you are able, would you please take a look at my outline to see if it has what you are looking for? I haven't written the paragraph to go with it yet, but please let me know if the structure matches what you are looking for, and if I have generally covered the information you are looking for in the outline. Here is the link: https://docs.google.com/document/d/1Cr3qdJlmpcS1eosCXfm6Er6aSqAKlV9_SLGmm22Psic/edit?usp=sharing  Would you please look at my LiveBinder to make sure it is all working correctly, and that you are able to view it? The access key is ""intervention"" (no quotation marks or caps). Here is the link: https://www.livebinders.com/b/3582727  Also related to the LiveBinder: I have split up the content of the assignments into different tabs for organization. Is that ok, or do the assignments need to be uploaded in the same documents they were submitted in via D2L?    Thank you for your help!    Sincerely,  Erin Coursey",Neutral/Benign
"COGDEN@augusta.edu <COGDEN@augusta.edu>  Sent: Thursday, March 14, 2024 9:47:35 PM  Subject: Lessons learned in Week 1     Good evening!    There is nothing NEW on the attachment.  I've highlighted in red some of the errors made in week 1.  You do not want to lose points on a technicality!  Post on time, respond to peers, post on 3 different days, cite sources, etc.  You're doing the work, so make sure you receive full credit!    Some research presentations need to be edited before finalizing LiveBinder.  Please read the requirements and make sure your paper fulfills them.  You may not have lost points for some missteps in Week 1 if it was minor.  But do not assume a 100 on that assignment means you do not need to edit.  Check it carefully!    Some of you are super busy and a little stressed about our timeline.  Please work hard to GET AHEAD and take the stress off.  Also, do not wait until the due  if the technology is new to you.  Get into it early in case you need support.    I'm loving the topics you have chosen and the connections you are making to this work.  I hope you are finding time to enjoy it, too.    Let me know if you have questions.  Remember- if I answer from my phone (or even worse my watch), I will be brief.  It may even sound curt.  I apologize in advance.  I'm just trying to get your answer to you quickly to keep you moving.  We're in this together!    Cheri",Neutral/Benign
"Coursey, Erin  Sent: Tuesday, March 12, 2024 5:49:29 PM  To: Ogden, Cheri <COGDEN@augusta.edu>  Subject: Research summaries     I apologize if you are seeing this email twice. I originally sent it through D2L, but when I didn't also see it in the sent folder in Outlook, I wasn't sure if you would see it in your inbox, or if it's just stored in D2L. If you've already see the message below, please disregard. Thank you for your help!    Good afternoon!    I am writing to ask if it is mandatory to only use the journals listed on the library's research guide when picking the 5 articles for research summaries. I've found several useful articles from other peer-reviewed journals provided by the university, but only a couple from the options on the list.    My intended topic is ""classroom level interventions to reduce the achievement gap"" with a possible additional focus on reducing stereotype threat.    Thank you for any guidance you can give. I feel passionate about this topic, because I'm directly researching strategies I can use, but I may have to change it if I can't find enough articles.    Sincerely,    Erin Coursey",Neutral/Benign
"COGDEN@augusta.edu <COGDEN@augusta.edu>  Sent: Friday, March 8, 2024 8:45:23 AM  Subject: Due s     Good morning, all.  I thought this might help, listing assignments and due s in one place.    Some of you have already put all of this on your calendars.  Please let me know if you see errors!    Cheri",Neutral/Benign
"COGDEN@augusta.edu <COGDEN@augusta.edu>  Sent: Thursday, March 7, 2024 7:35:44 AM  Subject: Due s     Good morning, all!  I think I have this figured out.  A team from AU put the AU Online course syllabus and outlines together, so this is confusing at first.  Hang with me!    In Module 0 you find Welcome and Course Overview which houses Syllabus A, Syllabus B, and Course Due s.  Course Due s has accurate s for generic assignments.  So IF we have an Hypothes.is assignment in Module 1, the due  is given.  If there is not an Hypothes.is assignment in Module 1, you ignore that due .  Course Syllabus A is specific to our course and lists the assignments due in each module, but it does not give s.  So you need to cross reference the assignments listed in Syllabus A with Course Due s to see when each task is due.    I'm sorry for the confusion.  Please let me know if you have additional questions.     Cheri Ogden",Neutral/Benign
"COGDEN@augusta.edu <COGDEN@augusta.edu>  Sent: Wednesday, March 6, 2024 10:28:44 PM  Subject:  correction     One very sharp classmate pointed out that I'm already off schedule!  I always struggle to keep up with college schedules.  Monday is almost never Day 1 and I often forget our ""pauses""!  I've attached the spring schedule posted in Module 0, showing that your intro video and initial Discussion Post are actually due Saturday.  So..........forget that last email reminder and have a great evening (good night's sleep!)    Cheri Ogden",Neutral/Benign
"COGDEN@augusta.edu <COGDEN@augusta.edu>  Sent: Wednesday, March 6, 2024 10:02:19 PM  Subject: Reminder     Good evening, class!  I have viewed many intro videos and already love this group!  Thanks for sharing your background, interests, and for some of you- your humor!  I've also begun looking at your discussion posts.  Wow!  Thanks for making your connections so personal and true.  I will usually end my reply with a question or two.  You do not need to answer those questions- those are to prompt further thinking.    I believe this class began Monday, March 4.  That makes today day 3 of this class.  If you have not yet uploaded your intro video or started your discussion post, make that a priority tomorrow.  Remember to reply to classmates, too.  My intent is to grade your discussion post once you have replied to 3 classmates.  I will use the discussion rubric posted in the Module 1 for grading.    Lastly for tonight, I'm trying to reply to questions as they come in.  That means sometimes I reply from my watch or phone.  I'm not very good at either!  I just want to get you an answer quickly.  My watch and phone replies are short and to the point.  I do not text quickly, so I skip the niceties.  Please know that if I reply ""sure"" or ""okay"" or ""not yet"" that I also mean ""I hope you are having a wonderful day.  If there is anything else you need, just let me know.""  and all that jazz.  As you can tell, I'm much wordier on emails than on texts.    PLEASE let me know what I can do to make this course better and more meaningful for you!  We are in these next 8 weeks together and will all come out the other side better.    Cheri Ogden",Neutral/Benign
"<DRaleigh2NC@goddardschools.com>  : Thu, May 16, 2024 at 4:45 PM  Subject: National Pizza Party Day  To: <ecoursey2013@gmail.com>      Quick reminder for tomorrow.    We are celebrating National Pizza Party Day. The school will provide cheese pizza and milk for each child for lunch. Please provide your child with two fruit/vegetable components to accompany the pizza. Feel free to pack a typical lunch if you do not want your child to have pizza. If you have any questions please let us know.    Thank you,    Tracy Pederson  Assistant Director   6600 Creedmoor Road   Raleigh, NC 27613   (919) 787-5002   GoddardSchool.com          Laticha Young, Director  The Goddard School    6600 Creedmoor Road  Raleigh, NC 27613  (919) 787-5002  GoddardSchool.com     <DRaleigh2NC@goddardschools.com>  : Thu, May 16, 2024 at 4:45 PM  Subject: National Pizza Party Day  To: <ecoursey2013@gmail.com>      Quick reminder for tomorrow.    We are celebrating National Pizza Party Day. The school will provide cheese pizza and milk for each child for lunch. Please provide your child with two fruit/vegetable components to accompany the pizza. Feel free to pack a typical lunch if you do not want your child to have pizza. If you have any questions please let us know.    Thank you,    Tracy Pederson  Assistant Director   6600 Creedmoor Road   Raleigh, NC 27613   (919) 787-5002   GoddardSchool.com          Laticha Young, Director  The Goddard School    6600 Creedmoor Road  Raleigh, NC 27613  (919) 787-5002  GoddardSchool.com     ",Neutral/Benign
"<DRaleigh2NC@goddardschools.com>  : Wed, May 15, 2024 at 1:50 PM  Subject: Cups from home  To: <ecoursey2013@gmail.com>      Hello Parents,    I hope you are having a good day. A few parents have asked about the number of cups to bring in each day. Per sanitation we ask parents to bring in three cups per day for their child. Sanitation requires us to use a new cup for each use and does not allow us to reuse cups throughout the day. Each cup should be labeled with your child's first and last name and the .  If you have any questions, please let us know.    Thank you,    Tracy Pederson  Assistant Director  6600 Creedmoor Road  Raleigh, NC 27613  (919) 787-5002  GoddardSchool.com          Laticha Young, Director  The Goddard School    6600 Creedmoor Road  Raleigh, NC 27613  (919) 787-5002  GoddardSchool.com     ",Neutral/Benign
"Ryan Hufham <rhufham@lincolninvestment.com>  : Tue, May 14, 2024 at 1:48 PM  Subject: Urgent-- Contact Information Up  To: ecoursey2013@gmail.com <ecoursey2013@gmail.com>      Good afternoon Ms. Coursey,      My name is Ryan Hufham; I am an Intern for Shane Robinson at Robinson & Associates.  I recently tried to call and left a voicemail, but wanted to reach out over email as well to see if we can up your contact information.  The address on file for your account (425 N Boylan Ave Raleigh, NC 27603, Apt 611) received a letter from Lincoln Investment that was never returned.  If you have a new address now, please respond at your earliest convenience so your profile can be upd.  Thank you!    Ryan T Hufham, Intern  rhufham@lincolninvestment.com  252-756-1728  Robinson & Associates 1350 E Arlington Blvd, Suite A",Neutral/Benign
"Erin Coursey <ecoursey2013@gmail.com>  : Sat, May 11, 2024 at 11:59 AM  Subject: Prescription  To: Kelly Crenshaw <kelly.crenshaw@mindpath.com>      Hi Kelly!    Would you please send a prescription to the CVS on Leesville Church Rd?    Thanks! See you on the 16th!    Erin",Neutral/Benign
"<Raleigh2NC@goddardschools.com>  : Sat, May 11, 2024 at 10:30 PM  Subject: Thank you  To: <ecoursey2013@gmail.com>      Dear Parents,    We would like to say THANK You to all our parents and your child (ren) for showing so much love to all teachers and the administration staff.  Your gratitude, kind words, and love is very much appreciated.  A sense of community is truly felt when we see the continued support towards our teachers and the school.    We are very fortunate to have such a great group of amazing teachers.  They care for each of your child(ren) as if they are their own.  Every day we see these teachers educate children and we Thank them for this selfless act.  We would like to Thank our management team, Ms. Tracy and Ms. Laticha who work endlessly to keep the school running efficiently.  We appreciate their continued commitment towards the teachers and the families at our school.    Wish all the mom’s a heartfelt Mother’s Day!  ",Neutral/Benign
"<DRaleigh2NC@goddardschools.com>  : Thu, May 9, 2024 at 6:22 PM  Subject: Mother's Day Celebration!  To: <ecoursey2013@gmail.com>      Dear Parents,         Tomorrow morning, we are having ""Muffins for Moms"" to celebrate our wonderful mothers. Stop by the table in the front lobby for some sweet treats and refreshments. Hope to see all the wonderful moms tomorrow. Have a relaxing evening!         Sincerely        Laticha Young, Director  The Goddard School    6600 Creedmoor Road  Raleigh, NC 27613  (919) 787-5002  GoddardSchool.com     ",Neutral/Benign
"Walter Schilling <w.schilling@8msolar.com>  : Wed, Apr 24, 2024 at 6:09 PM  Subject: Re: 8MSolar - Project Introduction  To: Erin Coursey <ecoursey2013@gmail.com>, <mvcoursey@gmail.com>  CC: Shahzaib Khan <s.khan@8msolar.com>, Rana Mehmood <r.mehmood@8msolar.com>, Aaron Kitsmiller <a.kitsmiller@8msolar.com>      Good evening Erin and Melvin,        I hope this email finds you basking in the joy of harvesting those photovoltaic electrons and enjoying the fruits of our labor! It's been a pleasure helping you transition to renewable energy and reduce your reliance on the grid. We're confident you are making a positive impact on both the environment and your wallet!         Please see attached a project binder for your system and our company review links.         All important project details, service contact info, system warranty information, electrical schematics, approved permits/inspection results, paid receipts, and affidavit of capital improvement is included in this binder. Please review this carefully and reach out to us if you have any questions.         You are always welcome to call or email us at any time if you have any questions or concerns, we will be more than happy to assist.      A friendly request  from us is to please share your positive experience with others by leaving a brief review.  We'd be extremely grateful - as a token of our appreciation we will send you a $30 gift card once your review is confirmed.      1. Google Reviews: Click here to post a review on Google!      You can also leave reviews on these platforms, if you'd like to.    2. EnergySage:Click here to post a review on EnergySage!    3. SolarReviews:Click here to post a review on SolarReviews!      Wishing you a fantastic week ahead!      Walter Schilling",Neutral/Benign
"Walter Schilling <w.schilling@8msolar.com>  : Wed, Apr 24, 2024 at 6:09 PM  Subject: Re: 8MSolar - Project Introduction  To: Erin Coursey <ecoursey2013@gmail.com>  Hi Erin,    It's a beautiful day to turn on your solar array. I have just received confirmation that Duke has upd your meter and sent us permission to operate it. The last step is to energize your system.    1. Flip the lever on the AC disconnect to the ON position.    Screenshot 2024-04-09 142024.png      2. Verify the breakers in the Enphase combiner box are in the ON position.    Screenshot 2024-04-09 142112.png      3. Verify that the 40 amp breaker inside the meter combination panel is in the ON position.    Screenshot 2024-04-09 142144.png  Once these steps are completed, the system will be on and producing. We have also sent you access to Enphase's online portal. You should see an email in your inbox. If it is not in your inbox, please check the spam folder. Please complete your registration, and that will allow you to monitor your system on Enphase's online portal.      As a valued customer, I'd love to request an internet review from you for 8MSolar. Your feedback is crucial in helping others make informed decisions about their solar needs. As a token of appreciation, we'll send a $30 gift card for a 5-star review.         1. Google Reviews: Click here to post a review on Google!    You can also leave reviews on these platforms, if you'd like to.    2. EnergySage:Click here to post a review on EnergySage!    3. SolarReviews:Click here to post a review on SolarReviews!        Lastly, has our handyman Roger reached out to you in regards to painting the conduit on the side of your house?        Thank you for trusting us with your solar project, and I look forward to hearing your thoughts about your experience with 8MSolar!    Walter Schilling  ",Neutral/Benign
"Walter Schilling <w.schilling@8msolar.com>  : Wed, Apr 24, 2024 at 6:09 PM  Subject: 8MSolar - Project Introduction  To: Erin Coursey <ecoursey2013@gmail.com>  Hello Erin,    I am happy to report that your system has passed the inspection conducted by the City of Raleigh. We have sent you the final invoice for your system via email, please check your inbox as well as your junk/spam folder. If you do not see it in either of those, please let me know and I will have it resent you.    You can also access the invoice through the given link:    Click To Pay The Invoice     Once the final payment has been received, we will move forward with submitting the Certificate of Completion (COC) to the utility and with our request for your new meter to be installed.    We will keep you posted as we move forward!    Thanks,    Rana",Neutral/Benign
"<Raleigh2NC@goddardschools.com>  : Fri, Apr 19, 2024 at 2:45 PM  Subject: From Coach Godfrey  To: <ecoursey2013@gmail.com>      Good Afternoon Parents,    Happy Friday!  Below is an email from Coach Godfrey about the upcoming sessions.  Hope you all have a great weekend!    _____________________________________________________________________________________________________________________    Hello everyone,       This week is our last class of the volleyball session and the awards ceremony!  The kids have done a great job!  They have been learning how to bump, set, and spike the ball to each other and over the net!  They're ready to hit the beach with their new skills this summer!     Our next session of tennis will begin on April 23rd.  We will build upon the skills we learned in volleyball, but transition to using a racket instead of our hands.  The kids will be learning forehand, backhand, and overhand swings, all in an engaging and fun environment.       If you have any questions feel free to reach out to me.  Thank you, and have a great day!     Godfrey Griffin  Lionheart Fitness Kids  Ph: 951-347-1555  www.lionheartfitnesskids.com  __________________________________________________________________________________________________________________________________________________________________________________________________________________________________________      Hiral Mehta & Hemant Patel, Owners  The Goddard School    6600 Creedmoor Road  Raleigh, NC 27613  (919) 787-5002  GoddardSchool.com",Neutral/Benign
"<DRaleigh2NC@goddardschools.com>  : Fri, Apr 19, 2024 at 4:45 PM  Subject: Root For The Earth Week  To: <ecoursey2013@gmail.com>      Hello Parents,    Hope you are all doing well. Next week is our Root for the Earth week. We will celebrate Earth Day with different activities for each day of the week. We hope will have fun celebrating with us all week.    Monday, April 22nd- Wear Green and Blue to Celebrate Earth Day!    Tuesday, April 23rd- Classrooms will enjoy a Nature Walk and discuss cleaning up litter.    Wednesday, April 24th- Children will plant flowers and learn about caring for the garden.    Thursday, April 25th- Classrooms will have a picnic lunch on the playground with their teachers. Please pack a non-heated lunch on that day.    Friday, April 26th- We will celebrate Earth Hour by turning off all non-essential lights in the school from 10-11.     Thank You and enjoy your weekend,    Tracy Pederson  Assistant Director  6600 Creedmoor Road  Raleigh, NC 27613  (919) 787-5002  GoddardSchool.com          Laticha Young, Director  The Goddard School    6600 Creedmoor Road  Raleigh, NC 27613  (919) 787-5002  GoddardSchool.com       ",Neutral/Benign
"<Raleigh2NC@goddardschools.com>  : Sun, Apr 7, 2024 at 4:02 PM  Subject: Solar Eclipse and Week of the Young Child  To: <ecoursey2013@gmail.com>      Good Afternoon Parents,     Hope everyone had a great weekend!      Below are some ups for the upcoming week.    Solar Eclipse – There is a partial Solar Eclipse visible in North Carolina on Monday 4/8/24 starting around 1:50 pm and ending at 4:30 pm.  As a safety precaution for the children’s eyes, we will not be having any PM outside time tomorrow.  Only the teachers in the Pre-Kindergarten 1 and Pre-kindergarten 2 classrooms will be taking their children outside for whom we have received the consent and release form for.  If we have not received the consent form for your child, we will not be able to take them outside.  Please see a separate email for PK1 and PK2 classrooms for tomorrow.    Week of the Young Child – Starting tomorrow is also the Week of the Young Child.  Below is a snapshot from the monthly newsletter of the daily fun things happening every day.  The classroom outdoor dance party will be happening for all classrooms during their AM outside time since there will be no PM outside time due to the Solar Eclipse.        Drop -Off Time – Friendly reminder our drop off time is in-between 7am to 10am for all full-time students.  For any half day students drop off time is at 8:30am.  If students are going to be past 10am please do let the administration know when we will be expecting our friend.    Pick-Up Time – Friendly reminder the school does close at 6pm.  Please pick up children by 6pm.  Our teachers have to sanitize the classrooms and clean-up before leaving for the day after the children have left their classrooms.    Please do let us know if there are any questions.    Have a great upcoming week!    Thank you,        Hiral Mehta & Hemant Patel, Owners  The Goddard School    6600 Creedmoor Road  Raleigh, NC 27613  (919) 787-5002  GoddardSchool.com",Neutral/Benign
